job_id,arrival,Tasks
j0,10,["1: W 10"]
j1,20,["1: W 10"]
j2,30,["1: W 10"]
j3,40,["1: W 10"]
j4,50,["1: W 10"]
j5,60,["1: W 10"]
j6,70,["1: W 10"]
j7,80,["1: W 10"]
j8,90,["1: W 10"]
j9,100,["1: W 10"]
j10,110,["1: W 10"]
j11,120,["1: W 10"]
j12,130,["1: W 10"]
j13,140,["1: W 10"]
j14,150,["1: W 10"]
j15,160,["1: W 10"]
j16,170,["1: W 10"]
j17,180,["1: W 10"]
j18,190,["1: W 10"]
j19,200,["1: W 10"]
j20,210,["1: W 10"]
j21,220,["1: W 10"]
j22,230,["1: W 10"]
j23,240,["1: W 10"]
j24,250,["1: W 10"]
j25,260,["1: W 10"]
j26,270,["1: W 10"]
j27,280,["1: W 10"]
j28,290,["1: W 10"]
j29,300,["1: W 10"]
j30,310,["1: W 10"]
j31,320,["1: W 10"]
j32,330,["1: W 10"]
j33,340,["1: W 10"]
j34,350,["1: W 10"]
j35,360,["1: W 10"]
j36,370,["1: W 10"]
j37,380,["1: W 10"]
j38,390,["1: W 10"]
j39,400,["1: W 10"]
j40,410,["1: W 10"]
j41,420,["1: W 10"]
j42,430,["1: W 10"]
j43,440,["1: W 10"]
j44,450,["1: W 10"]
j45,460,["1: W 10"]
j46,470,["1: W 10"]
j47,480,["1: W 10"]
j48,490,["1: W 10"]
j49,500,["1: W 10"]
j50,510,["1: W 10"]
j51,520,["1: W 10"]
j52,530,["1: W 10"]
j53,540,["1: W 10"]
j54,550,["1: W 10"]
j55,560,["1: W 10"]
j56,570,["1: W 10"]
j57,580,["1: W 10"]
j58,590,["1: W 10"]
j59,600,["1: W 10"]
j60,610,["1: W 10"]
j61,620,["1: W 10"]
j62,630,["1: W 10"]
j63,640,["1: W 10"]
j64,650,["1: W 10"]
j65,660,["1: W 10"]
j66,670,["1: W 10"]
j67,680,["1: W 10"]
j68,690,["1: W 10"]
j69,700,["1: W 10"]
j70,710,["1: W 10"]
j71,720,["1: W 10"]
j72,730,["1: W 10"]
j73,740,["1: W 10"]
j74,750,["1: W 10"]
j75,760,["1: W 10"]
j76,770,["1: W 10"]
j77,780,["1: W 10"]
j78,790,["1: W 10"]
j79,800,["1: W 10"]
j80,810,["1: W 10"]
j81,820,["1: W 10"]
j82,830,["1: W 10"]
j83,840,["1: W 10"]
j84,850,["1: W 10"]
j85,860,["1: W 10"]
j86,870,["1: W 10"]
j87,880,["1: W 10"]
j88,890,["1: W 10"]
j89,900,["1: W 10"]
j90,910,["1: W 10"]
j91,920,["1: W 10"]
j92,930,["1: W 10"]
j93,940,["1: W 10"]
j94,950,["1: W 10"]
j95,960,["1: W 10"]
j96,970,["1: W 10"]
j97,980,["1: W 10"]
j98,990,["1: W 10"]
j99,1000,["1: W 10"]
j100,1010,["1: W 10"]
j101,1020,["1: W 10"]
j102,1030,["1: W 10"]
j103,1040,["1: W 10"]
j104,1050,["1: W 10"]
j105,1060,["1: W 10"]
j106,1070,["1: W 10"]
j107,1080,["1: W 10"]
j108,1090,["1: W 10"]
j109,1100,["1: W 10"]
j110,1110,["1: W 10"]
j111,1120,["1: W 10"]
j112,1130,["1: W 10"]
j113,1140,["1: W 10"]
j114,1150,["1: W 10"]
j115,1160,["1: W 10"]
j116,1170,["1: W 10"]
j117,1180,["1: W 10"]
j118,1190,["1: W 10"]
j119,1200,["1: W 10"]
j120,1210,["1: W 10"]
j121,1220,["1: W 10"]
j122,1230,["1: W 10"]
j123,1240,["1: W 10"]
j124,1250,["1: W 10"]
j125,1260,["1: W 10"]
j126,1270,["1: W 10"]
j127,1280,["1: W 10"]
j128,1290,["1: W 10"]
j129,1300,["1: W 10"]
j130,1310,["1: W 10"]
j131,1320,["1: W 10"]
j132,1330,["1: W 10"]
j133,1340,["1: W 10"]
j134,1350,["1: W 10"]
j135,1360,["1: W 10"]
j136,1370,["1: W 10"]
j137,1380,["1: W 10"]
j138,1390,["1: W 10"]
j139,1400,["1: W 10"]
j140,1410,["1: W 10"]
j141,1420,["1: W 10"]
j142,1430,["1: W 10"]
j143,1440,["1: W 10"]
j144,1450,["1: W 10"]
j145,1460,["1: W 10"]
j146,1470,["1: W 10"]
j147,1480,["1: W 10"]
j148,1490,["1: W 10"]
j149,1500,["1: W 10"]
j150,1510,["1: W 10"]
j151,1520,["1: W 10"]
j152,1530,["1: W 10"]
j153,1540,["1: W 10"]
j154,1550,["1: W 10"]
j155,1560,["1: W 10"]
j156,1570,["1: W 10"]
j157,1580,["1: W 10"]
j158,1590,["1: W 10"]
j159,1600,["1: W 10"]
j160,1610,["1: W 10"]
j161,1620,["1: W 10"]
j162,1630,["1: W 10"]
j163,1640,["1: W 10"]
j164,1650,["1: W 10"]
j165,1660,["1: W 10"]
j166,1670,["1: W 10"]
j167,1680,["1: W 10"]
j168,1690,["1: W 10"]
j169,1700,["1: W 10"]
j170,1710,["1: W 10"]
j171,1720,["1: W 10"]
j172,1730,["1: W 10"]
j173,1740,["1: W 10"]
j174,1750,["1: W 10"]
j175,1760,["1: W 10"]
j176,1770,["1: W 10"]
j177,1780,["1: W 10"]
j178,1790,["1: W 10"]
j179,1800,["1: W 10"]
j180,1810,["1: W 10"]
j181,1820,["1: W 10"]
j182,1830,["1: W 10"]
j183,1840,["1: W 10"]
j184,1850,["1: W 10"]
j185,1860,["1: W 10"]
j186,1870,["1: W 10"]
j187,1880,["1: W 10"]
j188,1890,["1: W 10"]
j189,1900,["1: W 10"]
j190,1910,["1: W 10"]
j191,1920,["1: W 10"]
j192,1930,["1: W 10"]
j193,1940,["1: W 10"]
j194,1950,["1: W 10"]
j195,1960,["1: W 10"]
j196,1970,["1: W 10"]
j197,1980,["1: W 10"]
j198,1990,["1: W 10"]
j199,2000,["1: W 10"]
j200,2010,["1: W 10"]
j201,2020,["1: W 10"]
j202,2030,["1: W 10"]
j203,2040,["1: W 10"]
j204,2050,["1: W 10"]
j205,2060,["1: W 10"]
j206,2070,["1: W 10"]
j207,2080,["1: W 10"]
j208,2090,["1: W 10"]
j209,2100,["1: W 10"]
j210,2110,["1: W 10"]
j211,2120,["1: W 10"]
j212,2130,["1: W 10"]
j213,2140,["1: W 10"]
j214,2150,["1: W 10"]
j215,2160,["1: W 10"]
j216,2170,["1: W 10"]
j217,2180,["1: W 10"]
j218,2190,["1: W 10"]
j219,2200,["1: W 10"]
j220,2210,["1: W 10"]
j221,2220,["1: W 10"]
j222,2230,["1: W 10"]
j223,2240,["1: W 10"]
j224,2250,["1: W 10"]
j225,2260,["1: W 10"]
j226,2270,["1: W 10"]
j227,2280,["1: W 10"]
j228,2290,["1: W 10"]
j229,2300,["1: W 10"]
j230,2310,["1: W 10"]
j231,2320,["1: W 10"]
j232,2330,["1: W 10"]
j233,2340,["1: W 10"]
j234,2350,["1: W 10"]
j235,2360,["1: W 10"]
j236,2370,["1: W 10"]
j237,2380,["1: W 10"]
j238,2390,["1: W 10"]
j239,2400,["1: W 10"]
j240,2410,["1: W 10"]
j241,2420,["1: W 10"]
j242,2430,["1: W 10"]
j243,2440,["1: W 10"]
j244,2450,["1: W 10"]
j245,2460,["1: W 10"]
j246,2470,["1: W 10"]
j247,2480,["1: W 10"]
j248,2490,["1: W 10"]
j249,2500,["1: W 10"]
j250,2510,["1: W 10"]
j251,2520,["1: W 10"]
j252,2530,["1: W 10"]
j253,2540,["1: W 10"]
j254,2550,["1: W 10"]
j255,2560,["1: W 10"]
j256,2570,["1: W 10"]
j257,2580,["1: W 10"]
j258,2590,["1: W 10"]
j259,2600,["1: W 10"]
j260,2610,["1: W 10"]
j261,2620,["1: W 10"]
j262,2630,["1: W 10"]
j263,2640,["1: W 10"]
j264,2650,["1: W 10"]
j265,2660,["1: W 10"]
j266,2670,["1: W 10"]
j267,2680,["1: W 10"]
j268,2690,["1: W 10"]
j269,2700,["1: W 10"]
j270,2710,["1: W 10"]
j271,2720,["1: W 10"]
j272,2730,["1: W 10"]
j273,2740,["1: W 10"]
j274,2750,["1: W 10"]
j275,2760,["1: W 10"]
j276,2770,["1: W 10"]
j277,2780,["1: W 10"]
j278,2790,["1: W 10"]
j279,2800,["1: W 10"]
j280,2810,["1: W 10"]
j281,2820,["1: W 10"]
j282,2830,["1: W 10"]
j283,2840,["1: W 10"]
j284,2850,["1: W 10"]
j285,2860,["1: W 10"]
j286,2870,["1: W 10"]
j287,2880,["1: W 10"]
j288,2890,["1: W 10"]
j289,2900,["1: W 10"]
j290,2910,["1: W 10"]
j291,2920,["1: W 10"]
j292,2930,["1: W 10"]
j293,2940,["1: W 10"]
j294,2950,["1: W 10"]
j295,2960,["1: W 10"]
j296,2970,["1: W 10"]
j297,2980,["1: W 10"]
j298,2990,["1: W 10"]
j299,3000,["1: W 10"]
j300,3010,["1: W 10"]
j301,3020,["1: W 10"]
j302,3030,["1: W 10"]
j303,3040,["1: W 10"]
j304,3050,["1: W 10"]
j305,3060,["1: W 10"]
j306,3070,["1: W 10"]
j307,3080,["1: W 10"]
j308,3090,["1: W 10"]
j309,3100,["1: W 10"]
j310,3110,["1: W 10"]
j311,3120,["1: W 10"]
j312,3130,["1: W 10"]
j313,3140,["1: W 10"]
j314,3150,["1: W 10"]
j315,3160,["1: W 10"]
j316,3170,["1: W 10"]
j317,3180,["1: W 10"]
j318,3190,["1: W 10"]
j319,3200,["1: W 10"]
j320,3210,["1: W 10"]
j321,3220,["1: W 10"]
j322,3230,["1: W 10"]
j323,3240,["1: W 10"]
j324,3250,["1: W 10"]
j325,3260,["1: W 10"]
j326,3270,["1: W 10"]
j327,3280,["1: W 10"]
j328,3290,["1: W 10"]
j329,3300,["1: W 10"]
j330,3310,["1: W 10"]
j331,3320,["1: W 10"]
j332,3330,["1: W 10"]
j333,3340,["1: W 10"]
j334,3350,["1: W 10"]
j335,3360,["1: W 10"]
j336,3370,["1: W 10"]
j337,3380,["1: W 10"]
j338,3390,["1: W 10"]
j339,3400,["1: W 10"]
j340,3410,["1: W 10"]
j341,3420,["1: W 10"]
j342,3430,["1: W 10"]
j343,3440,["1: W 10"]
j344,3450,["1: W 10"]
j345,3460,["1: W 10"]
j346,3470,["1: W 10"]
j347,3480,["1: W 10"]
j348,3490,["1: W 10"]
j349,3500,["1: W 10"]
j350,3510,["1: W 10"]
j351,3520,["1: W 10"]
j352,3530,["1: W 10"]
j353,3540,["1: W 10"]
j354,3550,["1: W 10"]
j355,3560,["1: W 10"]
j356,3570,["1: W 10"]
j357,3580,["1: W 10"]
j358,3590,["1: W 10"]
j359,3600,["1: W 10"]
j360,3610,["1: W 10"]
j361,3620,["1: W 10"]
j362,3630,["1: W 10"]
j363,3640,["1: W 10"]
j364,3650,["1: W 10"]
j365,3660,["1: W 10"]
j366,3670,["1: W 10"]
j367,3680,["1: W 10"]
j368,3690,["1: W 10"]
j369,3700,["1: W 10"]
j370,3710,["1: W 10"]
j371,3720,["1: W 10"]
j372,3730,["1: W 10"]
j373,3740,["1: W 10"]
j374,3750,["1: W 10"]
j375,3760,["1: W 10"]
j376,3770,["1: W 10"]
j377,3780,["1: W 10"]
j378,3790,["1: W 10"]
j379,3800,["1: W 10"]
j380,3810,["1: W 10"]
j381,3820,["1: W 10"]
j382,3830,["1: W 10"]
j383,3840,["1: W 10"]
j384,3850,["1: W 10"]
j385,3860,["1: W 10"]
j386,3870,["1: W 10"]
